country,iso3,label,baseline_local,local_price,variation_local,local_currency,local_range,Date
Czech Republic,CZE,Apples (1kg),30.85,35.89,16.35,Kč,20-50,2021-12-19
Austria,AUT,Apples (1kg),2.25,2.2,-2.22,€,0.99-3,2021-12-19
Bulgaria,BGR,Apples (1kg),1.88,2.23,18.62,лв,0.99-3.33,2021-12-19
Cameroon,CMR,Apples (1kg),1351.27,1861.54,37.76,CFA,999.99-3000,2021-12-19
Benin,BEN,Apples (1kg),1830.12,1937.51,5.87,CFA,999.99-2499.99,2021-12-19
Jersey,JEY,Apples (1kg),2.8,3.02,7.86,£,0.99-3.99,2021-12-19
Congo,COG,Apples (1kg),6.21,6.59,6.12,$,3-8,2021-12-19
Timor-Leste,TLS,Apples (1kg),7.5,5.0,-33.33,$,3-7.01,2021-12-19
Cuba,CUB,Apples (1kg),4.22,6.99,65.64,$,2.01-11.02,2021-12-19
Equatorial Guinea,GNQ,Apples (1kg),2000.67,3333.34,66.61,CFA,3000-4000,2021-12-19
Argentina,ARG,Apples (1kg),69.27,1.43,-97.94,$,0.75-2.25,2021-12-19
Djibouti,DJI,Apples (1kg),749.57,700.01,-6.61,Fdj,400.01-999.99,2021-12-19
Barbados,BRB,Apples (1kg),8.0,7.56,-5.5,Bds$,2.67-10.01,2021-12-19
Uzbekistan,UZB,Apples (1kg),0.97,1.39,43.3,$,0.71-2.2,2021-12-19
Ecuador,ECU,Apples (1kg),2.06,1.96,-4.72,$,0.99-3.51,2021-12-19
United Kingdom,GBR,Apples (1kg),1.78,1.83,2.81,£,0.99-3,2021-12-19
Canada,CAN,Apples (1kg),3.91,4.23,8.18,C$,1.79-6.61,2021-12-19
Us Virgin Islands,VIR,Apples (1kg),6.31,6.53,3.49,$,3.53-13.21,2021-12-19
Cyprus,CYP,Apples (1kg),1.81,2.23,23.2,€,0.99-3,2021-12-19
Burkina Faso,BFA,Apples (1kg),1350.0,1310.89,-2.9,CFA,999.99-1500,2021-12-19
Egypt,EGY,Apples (1kg),23.48,25.14,7.08,EG£,11.99-35.01,2021-12-19
Liberia,LBR,Apples (1kg),2.76,2.76,0.0,$,2.49-3,2021-12-19
Niger,NER,Apples (1kg),1250.0,1833.34,46.67,CFA,999.99-3000,2021-12-19
Cambodia,KHM,Apples (1kg),3.55,4.06,14.37,$,2.49-6,2021-12-19
Vanuatu,VUT,Apples (1kg),349.68,409.68,17.16,VT,225-550.01,2021-12-19
Aruba,ABW,Apples (1kg),4.83,5.47,13.25,$,3.75-8,2021-12-19
Bermuda,BMU,Apples (1kg),9.24,10.27,11.15,$,5-17.99,2021-12-19
Denmark,DNK,Apples (1kg),18.38,19.29,4.95,kr,10.01-25,2021-12-19
Burundi,BDI,Apples (1kg),6910.51,10666.66,54.35,FBu,10000-11999.99,2021-12-19
French Polynesia,PYF,Apples (1kg),422.49,409.39,-3.1,F,233.73-600.01,2021-12-19
Vietnam,VNM,Apples (1kg),64763.43,62526.63,-3.45,₫,30000.01-90000,2021-12-19
Bangladesh,BGD,Apples (1kg),163.92,166.01,1.28,৳,120-239.99,2021-12-19
Aland Islands,ALA,Apples (1kg),1.8,2.07,15.0,€,1.81-2.49,2021-12-19
Armenia,ARM,Apples (1kg),456.41,470.88,3.17,AMD,250-700.01,2021-12-19
Hong Kong,HKG,Apples (1kg),27.87,32.17,15.42,HK$,14.99-60.01,2021-12-19
Belgium,BEL,Apples (1kg),2.17,2.28,5.0,€,1.34-3,2021-12-19
Zimbabwe,ZWE,Apples (1kg),3.75,2.98,-20.53,$,1.5-5,2021-12-19
Taiwan,TWN,Apples (1kg),134.11,129.41,-3.5,NT$,60.01-300,2021-12-19
Venezuela,VEN,Apples (1kg),3.78,4.94,30.69,$,1.76-8,2021-12-19
South Sudan,SSD,Apples (1kg),6.5,6.5,0.0,$,3.99-8.99,2021-12-19
Belarus,BLR,Apples (1kg),2.24,2.87,27.93,BYN,1.65-5,2021-12-19
Macao,MAC,Apples (1kg),36.16,32.32,-10.62,P,14.99-50,2020-12-06
Timor-Leste,TLS,Apples (1kg),7.5,7.5,0.0,$,7.01-8,2020-12-06
Ecuador,ECU,Apples (1kg),2.06,2.03,-1.46,$,0.99-3.51,2020-12-06
Chile,CHL,Apples (1kg),1079.99,1175.77,8.87,CL$,550.01-1990,2020-12-06
Chad,TCD,Apples (1kg),2709.1,3054.97,12.77,CFA,1195.54-4000,2020-12-06
Argentina,ARG,Apples (1kg),69.27,102.82,48.43,ARS,60.01-150,2020-12-06
Benin,BEN,Apples (1kg),1830.12,2000.01,9.28,CFA,999.99-2499.99,2020-12-06
Cambodia,KHM,Apples (1kg),3.55,4.12,16.06,$,2.01-5.49,2020-12-06
Venezuela,VEN,Apples (1kg),3.78,5.14,35.98,$,2.49-6,2020-12-06
Aruba,ABW,Apples (1kg),4.83,4.41,-8.7,$,3.35-8,2020-12-06
Guam,GUM,Apples (1kg),4.3,7.65,77.91,$,2.01-14.33,2020-12-06
United Kingdom,GBR,Apples (1kg),1.78,1.81,1.69,£,0.99-3,2020-12-06
Solomon Islands,SLB,Apples (1kg),36.99,36.99,0.0,SI$,30-44,2020-12-06
Congo,COG,Apples (1kg),6.21,6.31,1.61,$,3-8,2020-12-06
Belgium,BEL,Apples (1kg),2.17,2.27,4.61,€,0.99-3,2020-12-06
Burkina Faso,BFA,Apples (1kg),1350.0,1350.0,0.0,CFA,1200-1500,2020-12-06
French Polynesia,PYF,Apples (1kg),422.49,354.02,-16.21,F,217.49-450.01,2020-12-06
Bangladesh,BGD,Apples (1kg),163.92,161.27,-1.62,৳,120-200,2020-12-06
Bosnia And Herzegovina,BIH,Apples (1kg),1.72,1.74,1.16,KM,0.99-2.49,2020-12-06
Guadeloupe,GLP,Apples (1kg),3.51,3.51,0.0,€,3-3.99,2020-12-06
Costa Rica,CRI,Apples (1kg),2313.64,2385.89,3.12,₡,999.99-4000,2020-12-06
Bolivia,BOL,Apples (1kg),15.13,16.56,9.45,Bs.,5-35.01,2020-12-06
Faroe Islands,FRO,Apples (1kg),23.31,23.32,0.04,kr,20-25,2020-12-06
Uzbekistan,UZB,Apples (1kg),0.97,1.23,26.8,$,0.31-2.01,2020-12-06
Dominican Republic,DOM,Apples (1kg),120.51,123.89,2.8,RD$,75.99-154.32,2020-12-06
Algeria,DZA,Apples (1kg),259.43,268.59,3.53,DZD,100-450.01,2020-12-06
Bulgaria,BGR,Apples (1kg),1.88,2.14,13.83,лв,0.99-3,2020-12-06
Austria,AUT,Apples (1kg),2.25,2.23,-0.89,€,0.99-3,2020-12-06
Estonia,EST,Apples (1kg),1.06,1.32,24.53,€,0.51-2.49,2020-12-06
Cayman Islands,CYM,Apples (1kg),8.77,7.83,-10.72,KY$,4.25-10.01,2020-12-06
Brazil,BRA,Apples (1kg),5.89,7.03,19.4,R$,3-10.01,2020-12-06
Turks And Caicos Islands,TCA,Apples (1kg),4.14,4.14,0.0,$,3.31-5,2020-12-06
Jersey,JEY,Apples (1kg),2.8,3.11,11.07,£,2.01-3.99,2020-12-06
Guinea-Bissau,GNB,Apples (1kg),1375.0,1375.0,0.0,CFA,749.99-2000.01,2020-12-06
Djibouti,DJI,Apples (1kg),749.57,700.01,-6.61,Fdj,400.01-999.99,2020-12-06
Taiwan,TWN,Apples (1kg),134.11,129.57,-3.38,NT$,60.01-200,2020-12-06
Armenia,ARM,Apples (1kg),456.41,477.28,4.57,AMD,200-799.99,2020-12-06
Bahamas,BHS,Apples (1kg),3.77,3.9,3.45,$,2.01-5,2020-12-06
Colombia,COL,Apples (1kg),6043.18,7034.1,16.4,Col$,2499.99-10000,2020-12-06
Martinique,MTQ,Apples (1kg),2.27,2.27,0.0,€,1.57-3,2020-12-06
Dominica,DMA,Apples (1kg),22.44,22.42,-0.09,EC$,19.84-25,2020-12-06
Czech Republic,CZE,Apples (1kg),30.85,34.33,11.27,Kč,20-50,2020-12-06
China,CHN,Apples (1kg),12.95,13.07,0.93,¥,5-22.05,2020-12-06
Maldives,MDV,Apples (1kg),32.5,39.99,23.05,Rf,25-70,2020-12-06
Botswana,BWA,Apples (1kg),17.85,21.41,19.94,P,13.01-26.94,2020-12-06
Aland Islands,ALA,Apples (1kg),1.8,1.9,5.56,€,1.65-2.49,2020-12-06
Egypt,EGY,Apples (1kg),23.48,23.84,1.55,EG£,10.01-32.98,2020-12-06
Croatia,HRV,Apples (1kg),8.94,9.76,9.19,kn,3.99-15.1,2020-12-06
Belarus,BLR,Apples (1kg),2.24,3.28,46.43,BYN,1.81-5,2020-12-06
Hong Kong,HKG,Apples (1kg),27.87,30.78,10.44,HK$,11.02-50,2020-12-06
Cameroon,CMR,Apples (1kg),1351.27,1855.56,37.32,CFA,500.01-3000,2020-12-06
Curacao,CUW,Apples (1kg),6.48,6.66,2.78,NAf,5-8,2020-12-06
Cape Verde,CPV,Apples (1kg),273.47,275.0,0.56,Esc,250-300,2020-12-06
Us Virgin Islands,VIR,Apples (1kg),6.31,8.27,31.06,$,3.95-13.21,2020-12-06
Brunei,BRN,Apples (1kg),3.4,4.5,32.35,S$,1.79-5,2020-12-06
Cuba,CUB,Apples (1kg),4.22,6.33,50.0,$,1.26-11.02,2020-12-06
Cyprus,CYP,Apples (1kg),1.81,1.96,8.29,€,0.86-3,2020-12-06
Denmark,DNK,Apples (1kg),18.38,18.45,0.38,kr,10.01-25,2020-12-06
Vietnam,VNM,Apples (1kg),64763.43,65361.37,0.92,₫,30000.01-100000,2020-12-06
El Salvador,SLV,Apples (1kg),3.24,2.71,-16.36,$,0.99-4.5,2020-12-06
United States,USA,Apples (1kg),4.48,4.56,1.79,$,2.16-8.8,2020-12-06
Bahrain,BHR,Apples (1kg),0.84,0.88,4.76,BHD,0.51-1.7,2020-12-06
Bhutan,BTN,Apples (1kg),234.11,317.85,35.77,₹,250-400.01,2020-12-06
Barbados,BRB,Apples (1kg),8.0,6.75,-15.63,Bds$,3.31-15.43,2020-12-06
South Sudan,SSD,Apples (1kg),6.5,6.5,0.0,$,3.99-8.99,2020-12-06
Liberia,LBR,Apples (1kg),2.76,2.76,0.0,$,2.49-3,2020-12-06
Vanuatu,VUT,Apples (1kg),349.68,335.27,-4.12,VT,225-446.19,2020-12-06
Equatorial Guinea,GNQ,Apples (1kg),2000.67,2666.66,33.29,CFA,999.99-4000,2020-12-06
Zimbabwe,ZWE,Apples (1kg),3.75,4.1,9.26,$,2.01-7.01,2020-12-06
Canada,CAN,Apples (1kg),3.91,4.17,6.65,C$,1.65-6.59,2020-12-06
Bermuda,BMU,Apples (1kg),9.24,8.29,-10.28,$,5-13.01,2020-12-06
Marshall Islands,MHL,Apples (1kg),7.72,7.72,0.0,$,6.61-8.8,2020-12-06
Zimbabwe,ZWE,Apples (1kg),3.75,2.94,-21.6,$,0.99-5,2022-12-18
Martinique,MTQ,Apples (1kg),2.27,3.24,42.73,€,1.57-3.59,2022-12-18
Belgium,BEL,Apples (1kg),2.17,2.27,4.61,€,1.3-3,2022-12-18
Belarus,BLR,Apples (1kg),2.24,3.62,61.61,BYN,1.87-5.07,2022-12-18
Bosnia And Herzegovina,BIH,Apples (1kg),1.72,1.87,8.72,KM,0.99-3,2022-12-18
Bhutan,BTN,Apples (1kg),234.11,273.14,16.67,Nu.,150-399.48,2022-12-18
Bolivia,BOL,Apples (1kg),15.13,15.32,1.26,Bs.,8.66-35.01,2022-12-18
Croatia,HRV,Apples (1kg),8.94,9.56,6.98,kn,6-14,2022-12-18
Us Virgin Islands,VIR,Apples (1kg),6.31,7.87,24.72,$,3.99-13.23,2022-12-18
Macao,MAC,Apples (1kg),36.16,28.68,-20.69,P,14.99-39.99,2022-12-18
Maldives,MDV,Apples (1kg),32.5,46.12,41.91,Rf,25-70,2022-12-18
Benin,BEN,Apples (1kg),1830.12,1750.01,-4.38,CFA,999.99-2000.01,2022-12-18
Faroe Islands,FRO,Apples (1kg),23.31,21.67,-7.04,kr,14.99-25,2022-12-18
Marshall Islands,MHL,Apples (1kg),7.72,6.9,-10.62,$,5-8.8,2022-12-18
Costa Rica,CRI,Apples (1kg),2313.64,2292.95,-0.89,₡,999.99-4000,2022-12-18
Chile,CHL,Apples (1kg),1079.99,1455.79,34.8,CL$,600.01-2000.01,2022-12-18
Liberia,LBR,Apples (1kg),2.76,16.16,485.51,$,2.49-42.99,2022-12-18
Cambodia,KHM,Apples (1kg),3.55,3.44,-3.1,$,2.01-5,2022-12-18
Algeria,DZA,Apples (1kg),259.43,331.2,27.66,DZD,139.99-500.01,2022-12-18
Egypt,EGY,Apples (1kg),23.48,27.22,15.93,EG£,14.99-39.99,2022-12-18
Brunei,BRN,Apples (1kg),3.4,4.83,42.06,S$,3.51-8.4,2022-12-18
United Kingdom,GBR,Apples (1kg),1.78,1.9,6.74,£,0.99-3,2022-12-18
Chad,TCD,Apples (1kg),2709.1,2622.74,-3.19,CFA,1371.16-3500.01,2022-12-18
China,CHN,Apples (1kg),12.95,12.85,-0.77,¥,5-22.05,2022-12-18
El Salvador,SLV,Apples (1kg),3.24,3.12,-3.62,$,2.01-4.41,2022-12-18
Uzbekistan,UZB,Apples (1kg),0.97,1.23,26.8,$,0.68-2.01,2022-12-18
South Sudan,SSD,Apples (1kg),6.5,6.5,0.0,$,3.99-8.99,2022-12-18
Cameroon,CMR,Apples (1kg),1351.27,1823.07,34.92,CFA,999.99-3000,2022-12-18
Jersey,JEY,Apples (1kg),2.8,3.02,7.86,£,0.99-3.99,2022-12-18
Bahrain,BHR,Apples (1kg),0.84,0.84,0.0,BHD,0.51-1.3,2022-12-18
Equatorial Guinea,GNQ,Apples (1kg),2000.67,4000.0,99.93,CFA,2499.99-6000.01,2022-12-18
Cayman Islands,CYM,Apples (1kg),8.77,5.68,-35.27,KY$,1.9-8.82,2022-12-18
Bahamas,BHS,Apples (1kg),3.77,3.75,-0.53,$,1.48-8.99,2022-12-18
Bangladesh,BGD,Apples (1kg),163.92,201.42,22.88,৳,120-300,2022-12-18
Solomon Islands,SLB,Apples (1kg),36.99,36.33,-1.78,SI$,10.01-44,2022-12-18
Botswana,BWA,Apples (1kg),17.85,22.09,23.75,P,8-31.99,2022-12-18
Cyprus,CYP,Apples (1kg),1.81,2.31,27.62,€,0.99-3,2022-12-18
Cuba,CUB,Apples (1kg),4.22,7.47,77.01,$,2.01-11.02,2022-12-18
Bermuda,BMU,Apples (1kg),9.24,10.27,11.15,$,5-17.99,2022-12-18
United States,USA,Apples (1kg),4.48,4.76,6.25,$,2.18-8.8,2022-12-18
Austria,AUT,Apples (1kg),2.25,2.3,2.16,€,0.99-3,2022-12-18
Cape Verde,CPV,Apples (1kg),273.47,252.01,-7.85,Esc,225-300,2022-12-18
Burundi,BDI,Apples (1kg),6910.51,11333.33,64.0,FBu,10000-11999.99,2022-12-18
Taiwan,TWN,Apples (1kg),134.11,120.27,-10.32,NT$,50-300,2022-12-18
Canada,CAN,Apples (1kg),3.91,4.74,21.23,C$,2.01-8,2022-12-18
Dominican Republic,DOM,Apples (1kg),120.51,144.44,19.86,RD$,55.01-220.46,2022-12-18
Estonia,EST,Apples (1kg),1.06,1.57,48.11,€,0.6-2.49,2022-12-18
Hong Kong,HKG,Apples (1kg),27.87,34.86,25.08,HK$,14.99-66.14,2022-12-18
French Polynesia,PYF,Apples (1kg),422.49,414.15,-1.98,F,248.5-600.01,2022-12-18
Aland Islands,ALA,Apples (1kg),1.8,2.14,18.89,€,1.81-2.49,2022-12-18
Saint Vincent And The Grenadines,VCT,Apples (1kg),15.92,27.27,71.29,EC$,11.99-50,2022-12-18
Colombia,COL,Apples (1kg),6043.18,8631.48,42.83,Col$,3306.93-14000,2022-12-18
Antigua And Barbuda,ATG,Apples (1kg),24.03,24.03,0.0,EC$,14.99-33.07,2022-12-18
Czech Republic,CZE,Apples (1kg),30.85,35.73,15.81,Kč,20-50,2022-12-18
Ecuador,ECU,Apples (1kg),2.06,1.87,-9.22,$,0.99-3.99,2022-12-18
Curacao,CUW,Apples (1kg),6.48,6.88,6.17,NAf,5.89-10.01,2022-12-18
Vanuatu,VUT,Apples (1kg),349.68,523.33,49.66,VT,470-550.01,2022-12-18
Guinea-Bissau,GNB,Apples (1kg),1375.0,1375.0,0.0,CFA,749.99-2000.01,2022-12-18
Brazil,BRA,Apples (1kg),5.89,8.1,37.59,R$,3.99-13.01,2022-12-18
Burkina Faso,BFA,Apples (1kg),1350.0,1233.18,-8.65,CFA,999.99-1500,2022-12-18
Tonga,TON,Apples (1kg),4.5,6.33,40.67,T$,3-10.01,2022-12-18
Djibouti,DJI,Apples (1kg),749.57,700.01,-6.61,Fdj,400.01-999.99,2022-12-18
Armenia,ARM,Apples (1kg),456.41,476.57,4.42,AMD,250-799.99,2022-12-18
Timor-Leste,TLS,Apples (1kg),7.5,5.0,-33.33,$,3-7.01,2022-12-18
Aruba,ABW,Apples (1kg),4.83,4.74,-1.86,$,3.75-8,2022-12-18
Bulgaria,BGR,Apples (1kg),1.88,2.56,36.32,лв,1.3-3.99,2022-12-18
Congo,COG,Apples (1kg),6.21,5.71,-8.05,$,3-20,2022-12-18
Barbados,BRB,Apples (1kg),8.0,7.56,-5.5,Bds$,2.45-10.01,2022-12-18
Venezuela,VEN,Apples (1kg),3.78,4.37,15.61,$,2.01-6,2022-12-18
Argentina,ARG,Apples (1kg),69.27,1.43,-97.94,$,0.75-2.36,2022-12-18
Guam,GUM,Apples (1kg),4.3,8.82,105.12,$,3.28-14.33,2022-12-18
Niger,NER,Apples (1kg),1250.0,2000.01,60.0,CFA,999.99-3000,2022-12-18
Denmark,DNK,Apples (1kg),18.38,20.13,9.52,kr,10.01-25,2022-12-18
Dominica,DMA,Apples (1kg),22.44,22.42,-0.09,EC$,19.84-25,2022-12-18
Sint Maarten,SXM,Apples (1kg),3.99,4.01,0.5,$,2.49-6,2022-12-18
Vietnam,VNM,Apples (1kg),64763.43,70125.16,8.28,₫,30000.01-120000,2022-12-18
Bahrain,BHR,Apples (1kg),0.84,0.79,-5.95,BHD,0.51-0.99,2022-07-10
Cuba,CUB,Apples (1kg),4.22,6.99,65.64,$,2.01-11.02,2022-07-10
Austria,AUT,Apples (1kg),2.25,2.27,0.89,€,0.99-3,2022-07-10
Burundi,BDI,Apples (1kg),6910.51,11333.33,64.0,FBu,10000-11999.99,2022-07-10
French Polynesia,PYF,Apples (1kg),422.49,417.79,-1.11,F,259.09-600.01,2022-07-10
Venezuela,VEN,Apples (1kg),3.78,4.3,13.76,$,2.01-7.01,2022-07-10
Faroe Islands,FRO,Apples (1kg),23.31,22.51,-3.43,kr,14.99-25,2022-07-10
Saint Vincent And The Grenadines,VCT,Apples (1kg),15.92,27.27,71.29,EC$,11.99-50,2022-07-10
Djibouti,DJI,Apples (1kg),749.57,700.01,-6.61,Fdj,400.01-999.99,2022-07-10
Bhutan,BTN,Apples (1kg),234.11,286.62,22.43,Nu.,150-450.01,2022-07-10
Brunei,BRN,Apples (1kg),3.4,4.59,35.0,S$,3.51-5,2022-07-10
Armenia,ARM,Apples (1kg),456.41,443.68,-2.79,AMD,300-600.01,2022-07-10
Bermuda,BMU,Apples (1kg),9.24,10.19,10.28,$,5-17.99,2022-07-10
Timor-Leste,TLS,Apples (1kg),7.5,5.0,-33.33,$,3-7.01,2022-07-10
Belarus,BLR,Apples (1kg),2.24,4.07,81.51,BYN,2.01-6,2022-07-10
Belgium,BEL,Apples (1kg),2.17,2.27,4.61,€,1.46-3,2022-07-10
Canada,CAN,Apples (1kg),3.91,4.6,17.68,C$,2.01-7.58,2022-07-10
Chile,CHL,Apples (1kg),1079.99,1359.94,25.92,CL$,600.01-2000.01,2022-07-10
Ecuador,ECU,Apples (1kg),2.06,1.92,-6.93,$,0.99-3.51,2022-07-10
Curacao,CUW,Apples (1kg),6.48,7.01,8.18,NAf,5.89-10.01,2022-07-10
Vanuatu,VUT,Apples (1kg),349.68,415.06,18.7,VT,225-550.01,2022-07-10
Dominican Republic,DOM,Apples (1kg),120.51,129.9,7.79,RD$,70-210.87,2022-07-10
Argentina,ARG,Apples (1kg),69.27,1.43,-97.94,$,0.75-2.51,2022-07-10
Barbados,BRB,Apples (1kg),8.0,7.43,-7.07,Bds$,2.4-10.01,2022-07-10
Macao,MAC,Apples (1kg),36.16,28.68,-20.69,P,14.99-39.99,2022-07-10
Tonga,TON,Apples (1kg),4.5,6.33,40.67,T$,3-10.01,2022-07-10
Sint Maarten,SXM,Apples (1kg),3.99,4.01,0.5,$,2.49-5,2022-07-10
Bahamas,BHS,Apples (1kg),3.77,3.37,-10.61,$,1.48-6.61,2022-07-10
Colombia,COL,Apples (1kg),6043.18,8421.24,39.35,Col$,3000-13227.74,2022-07-10
Cameroon,CMR,Apples (1kg),1351.27,1766.67,30.74,CFA,999.99-3000,2022-07-10
United States,USA,Apples (1kg),4.48,4.72,5.36,$,2.18-8.8,2022-07-10
Aland Islands,ALA,Apples (1kg),1.8,2.05,13.89,€,1.81-2.84,2022-07-10
Equatorial Guinea,GNQ,Apples (1kg),2000.67,3333.34,66.61,CFA,2499.99-4000,2022-07-10
China,CHN,Apples (1kg),12.95,12.57,-2.91,¥,5-22,2022-07-10
Chad,TCD,Apples (1kg),2709.1,2640.09,-2.55,CFA,1424.12-3500.01,2022-07-10
Croatia,HRV,Apples (1kg),8.94,9.35,4.59,kn,5-13.01,2022-07-10
Costa Rica,CRI,Apples (1kg),2313.64,2318.06,0.19,₡,999.99-3890.01,2022-07-10
Zimbabwe,ZWE,Apples (1kg),3.75,2.98,-20.53,$,0.99-5,2022-07-10
Uzbekistan,UZB,Apples (1kg),0.97,1.28,31.96,$,0.64-2.2,2022-07-10
Jersey,JEY,Apples (1kg),2.8,3.02,7.86,£,0.99-3.99,2022-07-10
Cape Verde,CPV,Apples (1kg),273.47,257.5,-5.84,Esc,225-300,2022-07-10
South Sudan,SSD,Apples (1kg),6.5,6.5,0.0,$,3.99-8.99,2022-07-10
Botswana,BWA,Apples (1kg),17.85,22.64,26.83,P,8-34,2022-07-10
United Kingdom,GBR,Apples (1kg),1.78,1.87,5.06,£,0.99-3,2022-07-10
Us Virgin Islands,VIR,Apples (1kg),6.31,7.34,16.32,$,3.53-13.23,2022-07-10
Benin,BEN,Apples (1kg),1830.12,1562.5,-14.62,CFA,999.99-2000.01,2022-07-10
Cayman Islands,CYM,Apples (1kg),8.77,5.47,-37.63,KY$,1.9-7.01,2022-07-10
El Salvador,SLV,Apples (1kg),3.24,2.95,-8.95,$,1.79-4.41,2022-07-10
Congo,COG,Apples (1kg),6.21,6.59,6.12,$,3-8,2022-07-10
Hong Kong,HKG,Apples (1kg),27.87,35.6,27.74,HK$,14.99-66.14,2022-07-10
Denmark,DNK,Apples (1kg),18.38,19.88,8.16,kr,10.01-25,2022-07-10
Maldives,MDV,Apples (1kg),32.5,46.12,41.91,Rf,25-70,2022-07-10
Burkina Faso,BFA,Apples (1kg),1350.0,1310.89,-2.9,CFA,999.99-1500,2022-07-10
Turks And Caicos Islands,TCA,Apples (1kg),4.14,4.14,0.0,$,3.31-5,2022-07-10
Czech Republic,CZE,Apples (1kg),30.85,35.69,15.7,Kč,20-50,2022-07-10
Bosnia And Herzegovina,BIH,Apples (1kg),1.72,1.81,5.23,KM,0.99-2.65,2022-07-10
Guadeloupe,GLP,Apples (1kg),3.51,3.51,0.0,€,3-3.99,2022-07-10
Solomon Islands,SLB,Apples (1kg),36.99,36.33,-1.78,SI$,30-44,2022-07-10
Taiwan,TWN,Apples (1kg),134.11,118.72,-11.48,NT$,50-300,2022-07-10
Guinea-Bissau,GNB,Apples (1kg),1375.0,1375.0,0.0,CFA,749.99-2000.01,2022-07-10
Bangladesh,BGD,Apples (1kg),163.92,179.65,9.6,৳,120-250,2022-07-10
Niger,NER,Apples (1kg),1250.0,1833.34,46.67,CFA,999.99-3000,2022-07-10
Egypt,EGY,Apples (1kg),23.48,26.6,13.29,EG£,11.99-39.99,2022-07-10
Cambodia,KHM,Apples (1kg),3.55,3.67,3.26,$,2.01-5.49,2022-07-10
Algeria,DZA,Apples (1kg),259.43,306.58,18.18,DZD,130.01-500.01,2022-07-10
Bolivia,BOL,Apples (1kg),15.13,14.99,-0.93,Bs.,5-35.01,2022-07-10
Estonia,EST,Apples (1kg),1.06,1.59,50.0,€,0.6-2.49,2022-07-10
Guam,GUM,Apples (1kg),4.3,8.82,105.12,$,3.28-14.33,2022-07-10
Brazil,BRA,Apples (1kg),5.89,7.67,30.17,R$,3.99-11.99,2022-07-10
Bulgaria,BGR,Apples (1kg),1.88,2.64,40.27,лв,1.3-3.99,2022-07-10
Vietnam,VNM,Apples (1kg),64763.43,66797.43,3.14,₫,30000.01-100000,2022-07-10
Cyprus,CYP,Apples (1kg),1.81,2.25,24.31,€,0.99-3,2022-07-10
Martinique,MTQ,Apples (1kg),2.27,2.51,10.57,€,1.57-3,2022-07-10
Liberia,LBR,Apples (1kg),2.76,16.16,485.51,$,2.49-42.99,2022-07-10
Dominica,DMA,Apples (1kg),22.44,22.42,-0.09,EC$,19.84-25,2022-07-10
Aruba,ABW,Apples (1kg),4.83,5.47,13.25,$,3.75-8,2022-07-10
Guadeloupe,GLP,Apples (1kg),3.51,3.51,0.0,€,3-3.99,2022-05-08
Martinique,MTQ,Apples (1kg),2.27,2.51,10.57,€,1.57-3,2022-05-08
Bahamas,BHS,Apples (1kg),3.77,3.2,-15.12,$,1.48-5,2022-05-08
Ecuador,ECU,Apples (1kg),2.06,1.9,-7.77,$,0.99-3.99,2022-05-08
Armenia,ARM,Apples (1kg),456.41,427.5,-6.33,AMD,250-500.01,2022-05-08
Zimbabwe,ZWE,Apples (1kg),3.75,2.95,-21.33,$,0.99-3.99,2022-05-08
Brazil,BRA,Apples (1kg),5.89,7.33,24.52,R$,3.79-11.99,2022-05-08
Solomon Islands,SLB,Apples (1kg),36.99,36.33,-1.78,SI$,30-44,2022-05-08
Austria,AUT,Apples (1kg),2.25,2.2,-2.22,€,0.99-3,2022-05-08
Jersey,JEY,Apples (1kg),2.8,3.02,7.86,£,0.99-3.99,2022-05-08
Canada,CAN,Apples (1kg),3.91,4.37,11.76,C$,1.98-7.01,2022-05-08
Belgium,BEL,Apples (1kg),2.17,2.25,3.69,€,1.41-3,2022-05-08
United Kingdom,GBR,Apples (1kg),1.78,1.83,2.81,£,0.99-3,2022-05-08
El Salvador,SLV,Apples (1kg),3.24,2.95,-8.95,$,1.79-4.41,2022-05-08
Czech Republic,CZE,Apples (1kg),30.85,35.09,13.73,Kč,20-49.01,2022-05-08
Croatia,HRV,Apples (1kg),8.94,8.95,0.08,kn,5-11.99,2022-05-08
United States,USA,Apples (1kg),4.48,4.65,3.79,$,2.18-8.8,2022-05-08
Costa Rica,CRI,Apples (1kg),2313.64,2235.1,-3.39,₡,999.99-3890.01,2022-05-08
Vietnam,VNM,Apples (1kg),64763.43,63725.01,-1.6,₫,30000.01-90000,2022-05-08
Chad,TCD,Apples (1kg),2709.1,3500.01,29.19,CFA,1392.11-4000,2022-05-08
Egypt,EGY,Apples (1kg),23.48,25.16,7.15,EG£,11.99-35.01,2022-05-08
Bulgaria,BGR,Apples (1kg),1.88,2.6,38.3,лв,1.3-3.99,2022-05-08
Cambodia,KHM,Apples (1kg),3.55,3.81,7.32,$,2.01-6,2022-05-08
Cameroon,CMR,Apples (1kg),1351.27,1861.54,37.76,CFA,999.99-3000,2022-05-08
Burkina Faso,BFA,Apples (1kg),1350.0,1310.89,-2.9,CFA,999.99-1500,2022-05-08
Bangladesh,BGD,Apples (1kg),163.92,176.01,7.38,৳,120-250,2022-05-08
Equatorial Guinea,GNQ,Apples (1kg),2000.67,3333.34,66.61,CFA,2499.99-4000,2022-05-08
Dominica,DMA,Apples (1kg),22.44,22.42,-0.09,EC$,19.84-25,2022-05-08
